,file_path,transcript
86433,data/mathwriting-2024/train/2f6d7f8e0b32f1dd.inkml,(\begin{matrix}S_{11}&S_{12}\\ S_{21}&S_{22}\end{matrix})
86434,data/mathwriting-2024/train/332324d3674f9f36.inkml,\frac{r^{4}\delta^{2}}{16n^{4}\pi^{4}}
86435,data/mathwriting-2024/train/8d53f0401529ccfc.inkml,\frac{12.9k\Omega}{M}
86436,data/mathwriting-2024/train/cd90a286e31e6f2e.inkml,0^{-}
86437,data/mathwriting-2024/train/8c566ad6a9796706.inkml,"G(n_{1},k_{2})"
86438,data/mathwriting-2024/train/042d11ebf84f9a38.inkml,(\begin{matrix}n\\ p\end{matrix})
86439,data/mathwriting-2024/train/da72ba8e2e2ff1c5.inkml,\frac{dy}{y}=-f(t)dt
86440,data/mathwriting-2024/train/528b8d606cb87c8d.inkml,\frac{\sqrt{2}}{12}
86441,data/mathwriting-2024/train/354872b2bac492e0.inkml,\alpha=\frac{2\pi\Delta_{T}f_{c}}{2\pi\Delta_{T}f_{c}+1}
86442,data/mathwriting-2024/train/ef0a46e865c95bff.inkml,\Phi_{X}(f)=(Ff)(u)
86443,data/mathwriting-2024/train/23b57ea3ef6cb4bb.inkml,A=[\begin{matrix}a&c\\ c&b\end{matrix}]
86444,data/mathwriting-2024/train/5e4bbfaf2219d086.inkml,\frac{(229\cdot\sqrt{10})}{\frac{313+403}{294}}
86445,data/mathwriting-2024/train/1a34e148d19c4f7e.inkml,Q=-k\frac{dT}{dz}
86446,data/mathwriting-2024/train/a86f96a20d42d5ca.inkml,v_{c}=\frac{p_{T}c^{2}}{E}
86447,data/mathwriting-2024/train/40e55f086e086134.inkml,IMA=\frac{F_{out}}{F_{in}}
86448,data/mathwriting-2024/train/e24b22b0b5f04a39.inkml,\frac{-y_{2}}{f}=\frac{x_{2}}{x_{3}}
86449,data/mathwriting-2024/train/b6360a8518b3745e.inkml,\hat{C}
86450,data/mathwriting-2024/train/d941ca84e6d64a80.inkml,p:\tilde{X}\rightarrow X
86451,data/mathwriting-2024/train/4b5abeeccbd8224c.inkml,\frac{n!}{\prod_{i=1}^{k}x_{i}!}
86452,data/mathwriting-2024/train/2ade639c2f614b43.inkml,\hat{y}_{t}
86453,data/mathwriting-2024/train/80ece2a08d61f163.inkml,H=\frac{P*(P-1)}{2}
86454,data/mathwriting-2024/train/a975543d6dccc181.inkml,=\frac{\partial}{\partial x_{i}}\frac{x_{i}}{r}\frac{d\psi}{dr}
86455,data/mathwriting-2024/train/d33fd26ab7f3eac2.inkml,\zeta(2)^{-1}=\frac{6}{\pi^{2}}
86456,data/mathwriting-2024/train/f6cebe1c7e139b4a.inkml,\frac{df}{dz}
86457,data/mathwriting-2024/train/6b675d8aa4488e63.inkml,\beta\frac{NK}{2}
86458,data/mathwriting-2024/train/34cabaa9dac47b2e.inkml,b^{(t_{j})}
86459,data/mathwriting-2024/train/7a7863bbe5275bc5.inkml,\frac{\lambda(1-\nu)}{\nu}
86460,data/mathwriting-2024/train/73b55ee92e01d226.inkml,r=\frac{s}{||s||}:\sigma
86461,data/mathwriting-2024/train/2d1b714e4363960e.inkml,\mathbb{R}
86462,data/mathwriting-2024/train/932c1ad40767f9a0.inkml,(\begin{matrix}n\\ k\end{matrix})
86463,data/mathwriting-2024/train/46e52519e6f61475.inkml,c=\int_{a}^{b}f(x)
86464,data/mathwriting-2024/train/ee4d670dacffe09e.inkml,n^{\overline{m}}
86465,data/mathwriting-2024/train/103cb325558fa948.inkml,28=2^{2}\cdot7
86466,data/mathwriting-2024/train/69bb815bfdb8d1a5.inkml,c=\frac{1}{\sqrt{\mu_{0}\epsilon_{0}}}
86467,data/mathwriting-2024/train/69ba4048f7e30840.inkml,\frac{r-s}{2}=Y
86468,data/mathwriting-2024/train/86d37a34fe60b5b7.inkml,-\frac{dz}{z}
86469,data/mathwriting-2024/train/3c5956edd9ef66e7.inkml,\frac{\partial U}{\partial p_{i}}
86470,data/mathwriting-2024/train/2a55a30ef0bf132c.inkml,(\frac{96}{387})^{\frac{10}{2}}
86471,data/mathwriting-2024/train/ee557c63b5755a6f.inkml,\frac{2}{3}
86472,data/mathwriting-2024/train/85544252fd3eb234.inkml,\pi\approx\frac{2l\cdot n}{th}
86473,data/mathwriting-2024/train/f39f1fdc0e09919a.inkml,a=\frac{27}{82}=\frac{1}{3}-\frac{1}{246}
86474,data/mathwriting-2024/train/46fbedeac3a4232b.inkml,\hat{q}_{i}
86475,data/mathwriting-2024/train/4de0fac050523b33.inkml,{B^{w}}^{2}
86476,data/mathwriting-2024/train/484cf475495c7cc5.inkml,"p_{1},...,p_{r}"
86477,data/mathwriting-2024/train/f3c6f55b60676914.inkml,\sqrt{GM_{j}/r}
86478,data/mathwriting-2024/train/1cce64580956af29.inkml,\Delta g^{\prime}=\frac{\Delta g}{\sqrt{1\cdot\frac{s^{0}}{c^{0}}}}
86479,data/mathwriting-2024/train/88a53b39a5245760.inkml,"\underline{m}=\{1,2,...,m\}"
86480,data/mathwriting-2024/train/e617208397777ed5.inkml,{{1^{9}}^{397}}^{\frac{5\cdot117}{481}}
86481,data/mathwriting-2024/train/48cbf4160da57a0d.inkml,B=3(\int_{0}^{a}e^{x}dx)
86482,data/mathwriting-2024/train/74d5da43c42b9414.inkml,g_{n+1}=\sqrt{g_{n}h_{n}}
86483,data/mathwriting-2024/train/f1104a90d2396277.inkml,u:X_{b}^{*}\times Y_{b}^{*}\rightarrow Z_{b}^{*}
86484,data/mathwriting-2024/train/1637f84d73433746.inkml,s\{\begin{matrix}3\\ 3\end{matrix}\}
86485,data/mathwriting-2024/train/d05e7c2e868f00d6.inkml,\frac{100V_{ref}}{R_{d}f_{clk}}
86486,data/mathwriting-2024/train/32b906516e670304.inkml,|g(z)-g(z_{0})|
86487,data/mathwriting-2024/train/de2f4094435d0af9.inkml,[\begin{matrix}-sint\\ cost\end{matrix}]
86488,data/mathwriting-2024/train/95bb34217834237c.inkml,\tilde{n}
86489,data/mathwriting-2024/train/7218ad72edf3fee9.inkml,2
86490,data/mathwriting-2024/train/7d6ebe34b3a3544c.inkml,\frac{dT}{dt}=0
86491,data/mathwriting-2024/train/c9a5f754361250b7.inkml,D=\prod_{i=1}^{K}d_{i}
86492,data/mathwriting-2024/train/e04a8265f3352097.inkml,\int_{0}^{t}e^{B_{s}}dB_{s}
86493,data/mathwriting-2024/train/7226bd45953f874f.inkml,MPL=\frac{\partial F}{\partial L}
86494,data/mathwriting-2024/train/c3da4207959f43a8.inkml,x^{\lambda(n)/k}
86495,data/mathwriting-2024/train/914e6a9173453c02.inkml,s\{\begin{matrix}4\\ 4\end{matrix}\}
86496,data/mathwriting-2024/train/f778ef1d5cbcdf4d.inkml,\frac{\partial\pi}{\partial N}=0
86497,data/mathwriting-2024/train/132feb37d37f0e1b.inkml,\frac{1}{(\beta E_{c})^{\alpha}}=\frac{f}{(\hbar\omega\beta)^{3}}
86498,data/mathwriting-2024/train/7ab425eb1b32e291.inkml,\mu_{X}=E[X(t)]
86499,data/mathwriting-2024/train/9599d358a8fc7e8f.inkml,\sum_{i=0}^{k}(\begin{matrix}n\\ i\end{matrix})=O(n^{k})
86500,data/mathwriting-2024/train/ddec5d0083cf7446.inkml,V(\underline{t})
86501,data/mathwriting-2024/train/686b4052d3fd7f69.inkml,\int\frac{sinx}{x}dx
86502,data/mathwriting-2024/train/e9b9448d9980b129.inkml,f:\mathbb{R}^{2}\rightarrow R(S_{R})
86503,data/mathwriting-2024/train/012165bb41cb5066.inkml,\frac{m}{\sqrt{\frac{l^{2}}{u^{2}}+0}}
86504,data/mathwriting-2024/train/36bdd2de8a45a81c.inkml,"L=\hat{x},H=\frac{\hat{p}^{2}}{2m}"
86505,data/mathwriting-2024/train/5e60c1e6c1903f62.inkml,"G(m,g(m))"
86506,data/mathwriting-2024/train/a0a1232ac65724e1.inkml,\pi=\frac{4\sqrt{3}}{3Z}
86507,data/mathwriting-2024/train/6076fd88877fa1a9.inkml,s=\sqrt{(4a)^{2}+p^{2}}
86508,data/mathwriting-2024/train/5a39272a5b6ea444.inkml,(\frac{169}{9}\cdot10)^{362^{468}}
86509,data/mathwriting-2024/train/53b4a5efa171d06f.inkml,\exists!x
86510,data/mathwriting-2024/train/b4e02309724fe922.inkml,\hat{h}_{k}
86511,data/mathwriting-2024/train/5641bb12cc654523.inkml,n=\prod_{i}{p_{i}}^{e_{i}}
86512,data/mathwriting-2024/train/0a4129f61a40f7a6.inkml,{R_{2}}^{2}=R_{2}\cdot R_{2}
86513,data/mathwriting-2024/train/c3503b0c90baddba.inkml,[\begin{matrix}4&7\\ 3&5\end{matrix}]
86514,data/mathwriting-2024/train/594c87d580714320.inkml,\frac{\partial V}{\partial T}
86515,data/mathwriting-2024/train/d7da4d2f375edf26.inkml,\frac{E_{b}}{N_{0}}>ln(2)
86516,data/mathwriting-2024/train/50208afca933e90b.inkml,I=[\begin{matrix}1&0\\ 0&1\end{matrix}]
86517,data/mathwriting-2024/train/b0711888599ac630.inkml,G=e^{e^{e^{...^{e^{r}}}}}
86518,data/mathwriting-2024/train/4ed631a631086bdd.inkml,\sigma_{p}=\sqrt{\sigma_{p}^{2}}
86519,data/mathwriting-2024/train/e78e164fa1e6884f.inkml,\int cos(x^{2})dx
86520,data/mathwriting-2024/train/a9297c3351522e09.inkml,\frac{d((Ax)\circ B)}{dx}
86521,data/mathwriting-2024/train/377f83a0b2b4cd14.inkml,\delta(A)=\prod_{p}p^{t_{p}}
86522,data/mathwriting-2024/train/4dd629866a49bac6.inkml,\frac{5}{\sqrt{\frac{5}{w^{2}}-5}}
86523,data/mathwriting-2024/train/b273a6ef578eccb5.inkml,(D-CA^{-1}B)=
86524,data/mathwriting-2024/train/1d60b4510d2ab402.inkml,x=[\begin{matrix}7.111\\ -3.222\end{matrix}]
86525,data/mathwriting-2024/train/02b53f809dedf57e.inkml,\{\begin{matrix}5\\ 5\end{matrix}\}
86526,data/mathwriting-2024/train/8c6a06f825c313b9.inkml,\frac{\partial\rho\phi}{\partial t}
86527,data/mathwriting-2024/train/b3cab7e8b3b9e992.inkml,\frac{1}{\sqrt{1\cdot\frac{m^{2}}{s^{2}}}}
86528,data/mathwriting-2024/train/12cfdd59ed123876.inkml,a_{3}=(5/6)*d
86529,data/mathwriting-2024/train/81a98dcc6239e9a1.inkml,[\frac{g}{m^{2}d}]
86530,data/mathwriting-2024/train/236ff7e75fa85e0a.inkml,\int ydA=0
86531,data/mathwriting-2024/train/c5eea9ed994ec6b0.inkml,\frac{dy}{dt}
86532,data/mathwriting-2024/train/0e0cc6e49c9dd94e.inkml,b^{(k_{4})}
86533,data/mathwriting-2024/train/6d6b41a2096bd1da.inkml,g_{1}\approx\tau_{1}-\frac{1}{6}\frac{\mu}{{r_{2}}^{3}}{\tau_{1}}^{3}
86534,data/mathwriting-2024/train/ed5250295a265a56.inkml,N=e^{e^{e^{...^{e^{j}}}}}
86535,data/mathwriting-2024/train/916eeaae94b1feb1.inkml,p_{n+1}<\sqrt{\prod_{i=1}^{n}p_{i}}
86536,data/mathwriting-2024/train/1851b122fed2101f.inkml,P^{(\phi_{\sigma})}
86537,data/mathwriting-2024/train/24edca9f40e17e96.inkml,S=\sqrt[3]{\frac{K_{sp}}{4}}
86538,data/mathwriting-2024/train/c212f6bac34b3761.inkml,\frac{df}{dx}=\frac{df}{dy}\frac{dy}{dx}
86539,data/mathwriting-2024/train/cdfb5a20159c9cba.inkml,\Delta^{k}f(x)=0
86540,data/mathwriting-2024/train/1cdb6f6131387099.inkml,\prod_{i}A_{i}
86541,data/mathwriting-2024/train/fded15af647b916d.inkml,B=\int_{0}^{b}e^{x}dx
86542,data/mathwriting-2024/train/19917ec31514b799.inkml,x^{5}+ax+b=0
86543,data/mathwriting-2024/train/292990f2846eb74a.inkml,[\begin{matrix}x\\ x^{2}\end{matrix}]
86544,data/mathwriting-2024/train/384e158374f7d60e.inkml,\hat{f}
86545,data/mathwriting-2024/train/e7d118e08bf93c35.inkml,c_{1}=\frac{\beta^{2}(1-p_{0})}{np_{0}log_{e}(p_{0})^{2}}
86546,data/mathwriting-2024/train/8cf2a3fe4760ae58.inkml,P_{N}=(\frac{F}{S}-1)\frac{360}{d}
86547,data/mathwriting-2024/train/db33478ea91dc4b6.inkml,"L_{q}[1/3,\sqrt[3]{64/9}]"
86548,data/mathwriting-2024/train/b06a069e3c834d2d.inkml,\frac{dP}{d\tau}
86549,data/mathwriting-2024/train/0143003a32e7547b.inkml,R_{1}(x)=\frac{x-1}{x+1}
86550,data/mathwriting-2024/train/b2e6b888e4cd91fb.inkml,A=\frac{\kappa}{E^{*}h^{\prime}}F
86551,data/mathwriting-2024/train/9c77d17ed2110783.inkml,{448\cdot246^{452}}^{\frac{2}{148}}
86552,data/mathwriting-2024/train/3aa39f34b945c64c.inkml,\chi^{\prime}=\sum_{i=1}^{n}k_{i}s_{i}^{2}
86553,data/mathwriting-2024/train/e0865b49f645d0ee.inkml,e^{78^{78^{78^{722}}}}
86554,data/mathwriting-2024/train/91cddfa16c68fbb0.inkml,\frac{3^{53}}{(6-4)^{9}}
86555,data/mathwriting-2024/train/4bcabcadc832e902.inkml,\frac{\sqrt{a^{2}-b^{2}}}{b}
86556,data/mathwriting-2024/train/0225a4d26cc41978.inkml,\frac{1}{2}(x_{1}+x_{2})/R
86557,data/mathwriting-2024/train/96ae46034ac061c9.inkml,\hat{p}_{y}
86558,data/mathwriting-2024/train/83ef6e3c04c50417.inkml,\frac{dy_{1}}{dt}=-Ay_{1}
86559,data/mathwriting-2024/train/b072b4a4deec5684.inkml,[\begin{matrix}x\\ x^{2}\end{matrix}]
86560,data/mathwriting-2024/train/e4f270725880a9d9.inkml,\tilde{p}(x)
86561,data/mathwriting-2024/train/e9ecfc50b5af1122.inkml,\frac{\partial z}{\partial x}=3
86562,data/mathwriting-2024/train/0131edaca4f87478.inkml,\frac{db}{dt}=\frac{1}{3}
86563,data/mathwriting-2024/train/3846f2e4dfa7febf.inkml,\int_{0}^{x}f(x)dx
86564,data/mathwriting-2024/train/84fb8c0943a58d0a.inkml,\frac{\partial^{2}f}{\partial\sigma^{2}}<0
86565,data/mathwriting-2024/train/9150d2ddb70ef5ec.inkml,\hat{f}
86566,data/mathwriting-2024/train/7493c111499c3815.inkml,\frac{(419\cdot319)}{(278\cdot186)^{11}}
86567,data/mathwriting-2024/train/e9fa4ff9d3d8d96d.inkml,*\frac{\sqrt{5}+\sqrt{7}}{\sqrt{5}+\sqrt{7}}
86568,data/mathwriting-2024/train/c392f51c608c2e8a.inkml,\pm[\begin{matrix}1&1\\ 1&-1\end{matrix}]
86569,data/mathwriting-2024/train/a1c618c3e5b4809c.inkml,\hat{\sigma}\approx\sqrt{\frac{1}{2N}\sum_{i=1}^{N}x_{i}^{2}}
86570,data/mathwriting-2024/train/c712c6bb64f60b62.inkml,\sqrt{2\times3\times\frac{4}{\pi}}
86571,data/mathwriting-2024/train/d93412cdb61fba23.inkml,\int_{S}FdS
86572,data/mathwriting-2024/train/e3899a69a6b7dda0.inkml,\gamma=\frac{1}{\sqrt{1-(v/c)^{2}}}
86573,data/mathwriting-2024/train/dbf6fdd8c60434ba.inkml,\frac{3^{298}}{\frac{\sqrt{3}}{6}+383}
86574,data/mathwriting-2024/train/554ffcf4cf7ef3dd.inkml,i_{c}^{z}
86575,data/mathwriting-2024/train/af2fae673b0374dc.inkml,G\times\{e^{\prime}\}
86576,data/mathwriting-2024/train/e49c3e27cdc898b0.inkml,1-\frac{1}{2^{m}}
86577,data/mathwriting-2024/train/7741f87cec7e0061.inkml,y\notin FV(N)
86578,data/mathwriting-2024/train/1931e6ce95422cb3.inkml,\tilde{K}_{\pm}
86579,data/mathwriting-2024/train/52c806eefd25ccf3.inkml,Z_{0}=\sqrt{\frac{L_{\frac{6}{5}}}{D_{\frac{6}{5}}}}
86580,data/mathwriting-2024/train/2938be71f10da08a.inkml,\frac{(491+8)^{382}}{6^{2}}
86581,data/mathwriting-2024/train/4a151b3c53de0740.inkml,d\tilde{V}
86582,data/mathwriting-2024/train/57988cdf7ddaf5a0.inkml,10-160-\frac{69}{150}
86583,data/mathwriting-2024/train/2ab70b12bf08330e.inkml,\rho_{A_{5}...A_{s}}^{T_{A_{t_{5}}...A_{t_{l}}}}
86584,data/mathwriting-2024/train/b9c3fc3fd5ea6bd9.inkml,\frac{3^{53}}{(6-4)^{9}}
86585,data/mathwriting-2024/train/8f070ac3e8fefd8a.inkml,\tilde{A}_{8}
86586,data/mathwriting-2024/train/26d3feff59290905.inkml,\int_{a}^{b}f(x)dx
86587,data/mathwriting-2024/train/f4b401f4eb86ce73.inkml,\frac{9}{\sqrt{10}}-76^{249}
86588,data/mathwriting-2024/train/bc0544785f731089.inkml,G=1/\sqrt{1+\epsilon^{2}}
86589,data/mathwriting-2024/train/972f70fd7b978dcb.inkml,J^{(\zeta_{9})}
86590,data/mathwriting-2024/train/d0c9c535e4847553.inkml,t=\sqrt{2nlnn}
86591,data/mathwriting-2024/train/1ee73a205dcc615b.inkml,F(x)=\frac{x^{3}}{3}
86592,data/mathwriting-2024/train/443f0dd144778bdf.inkml,E(Q)\le\frac{m_{0}}{m}\alpha\le\alpha
86593,data/mathwriting-2024/train/0ca1cdcb364962f3.inkml,\int_{A}e^{-\varphi(x)}dx<+\infty
86594,data/mathwriting-2024/train/3639a2ae95f6dc19.inkml,|1\rangle\leftrightarrow|3\rangle
86595,data/mathwriting-2024/train/2254a8884759db2c.inkml,t=\lceil1+n/\sqrt{2}\rceil
86596,data/mathwriting-2024/train/b22fa1c51d39a6e9.inkml,(\begin{matrix}a&b\\ c&d\end{matrix})
86597,data/mathwriting-2024/train/b1f41e4d23608935.inkml,\tilde{\chi}(t)=\tilde{\rho}(t)R_{0}
86598,data/mathwriting-2024/train/b033720eae526a63.inkml,\gamma=i\underline{k}^{*}
86599,data/mathwriting-2024/train/426d13dba4cf6397.inkml,2^{2^{2^{p^{a}}}}
86600,data/mathwriting-2024/train/6d475093ae67d3e7.inkml,\frac{\sqrt{\pi}}{2}
86601,data/mathwriting-2024/train/443c960967cbb89c.inkml,\int fdg
86602,data/mathwriting-2024/train/2b0512b01c7c17fd.inkml,A=[\begin{matrix}1&1\\ 1&1\end{matrix}]
86603,data/mathwriting-2024/train/0d2f3ec65228a908.inkml,aba^{-1}=b^{k}
86604,data/mathwriting-2024/train/7df409df1fce5b74.inkml,x=y=\frac{i}{\sqrt{2}}
86605,data/mathwriting-2024/train/73a39882430bbee5.inkml,|C_{k}|\le c^{\frac{k!}{n!(k-n)!}}
86606,data/mathwriting-2024/train/ae03837716a4ebb0.inkml,\hat{f}(I)
86607,data/mathwriting-2024/train/13acfb4ad86a3f0c.inkml,E[X]
86608,data/mathwriting-2024/train/d73165b27ce7a3c9.inkml,\frac{(\sqrt{9}\cdot10)}{\frac{6}{207}}
86609,data/mathwriting-2024/train/47f5dbc75045c4e4.inkml,\prod_{k=1}^{n}k^{k}
86610,data/mathwriting-2024/train/284ba26ab81b510c.inkml,P=\frac{Li}{1-e^{-nln(1+i)}}
86611,data/mathwriting-2024/train/90b6fca041e3def8.inkml,\mathbb{Q}(\sqrt{2})
86612,data/mathwriting-2024/train/cd135f08428dadd8.inkml,\frac{\sum_{i=1}^{n-k}\nu_{i}\xi_{i}^{2}}{\sum_{i=1}^{n-k}\xi_{i}^{2}}
86613,data/mathwriting-2024/train/5d0a8aebdf194d89.inkml,"f(x,\theta)=\frac{\partial F(x,\theta)}{\partial x}"
86614,data/mathwriting-2024/train/ee5e82ab9362a4a2.inkml,\hat{c}_{p}
86615,data/mathwriting-2024/train/998eec2e3aab8530.inkml,i_{E3}=\frac{\beta+1}{\beta}i_{C3}
86616,data/mathwriting-2024/train/694e6c6d37bd6eb4.inkml,abx^{a-1}(1-x^{a})^{b-1}
86617,data/mathwriting-2024/train/e1d1ed1aa333d79e.inkml,\frac{\partial V}{\partial p}
86618,data/mathwriting-2024/train/3d807c3638616474.inkml,2\sqrt{1-\frac{x^{2}}{4}}+2
86619,data/mathwriting-2024/train/925610e9c647ad44.inkml,\hat{f}j=f
86620,data/mathwriting-2024/train/6476460b6fa0ac60.inkml,\tilde{A}_{6}
86621,data/mathwriting-2024/train/da06422d88ed2963.inkml,p=f/gA
86622,data/mathwriting-2024/train/44a1b235cfe65792.inkml,\frac{\frac{2}{3}}{{8^{6}}^{6}}
86623,data/mathwriting-2024/train/7b918587b76363b8.inkml,j=\frac{j_{9}}{\sqrt{3-\frac{v^{8}}{c^{8}}}}
86624,data/mathwriting-2024/train/2a3dd6d3476a402b.inkml,b_{y}^{\mu}
86625,data/mathwriting-2024/train/4a8833bf00107c54.inkml,-a\omega=\omega^{2}/2
86626,data/mathwriting-2024/train/4c4d420a4d1d2285.inkml,(\frac{D}{n})=-1
86627,data/mathwriting-2024/train/f9f81ba61e6e992f.inkml,[\begin{matrix}2&0\\ 0&\frac{1}{2}\end{matrix}]
86628,data/mathwriting-2024/train/4cf8f5ef22ae0329.inkml,"\{n_{a},n_{b}\}=\{1,2\}"
86629,data/mathwriting-2024/train/021a7b9481c455a3.inkml,(\begin{matrix}k\\ 2\end{matrix})-m
86630,data/mathwriting-2024/train/bcdeb66362c0dd89.inkml,\frac{1}{p}\sum_{k=1}^{\infty}R(k)
86631,data/mathwriting-2024/train/82f9b4476edeaa0b.inkml,\sqrt{s}
86632,data/mathwriting-2024/train/3e5fc20860139680.inkml,\int cosxdx=sinx+C
86633,data/mathwriting-2024/train/c50c40c49b4e7a2b.inkml,(\frac{135}{294})^{9/\sqrt{359}}
86634,data/mathwriting-2024/train/78409fc02c3d8b54.inkml,\sqrt{g^{-1}f}
86635,data/mathwriting-2024/train/61a91c135355115d.inkml,a=[\begin{matrix}-1\\ 1\\ 1\end{matrix}]
86636,data/mathwriting-2024/train/84fd016f1ff9fe19.inkml,\eta=\frac{9}{2}\frac{1}{(1-\frac{a^{3}}{b^{3}})\mu}
86637,data/mathwriting-2024/train/6556b5508a1854b7.inkml,\frac{9}{112}\cdot(\frac{27}{392})^{218}
86638,data/mathwriting-2024/train/bf953de0c09ebd1b.inkml,\frac{d\theta}{dt}=\omega
86639,data/mathwriting-2024/train/ebb007df0f4fb380.inkml,\frac{L}{t}=(\frac{l}{t})(\frac{180}{\pi\theta})
86640,data/mathwriting-2024/train/984e1fb5673a4897.inkml,v_{th}
86641,data/mathwriting-2024/train/2b0a2e4913f020bf.inkml,{\prod_{i}}^{\prime}G_{i}
86642,data/mathwriting-2024/train/fa0db20b71dca485.inkml,D_{\mu}:=\partial_{\mu}-ieA_{\mu}
86643,data/mathwriting-2024/train/43604da2892ff3af.inkml,\frac{\Gamma(b-1)}{\Gamma(a)}=0
86644,data/mathwriting-2024/train/612b277f01a3f16f.inkml,"\prod_{p}(a,b)_{p}=1"
86645,data/mathwriting-2024/train/355fc273dd843b65.inkml,W=-\int Fdx
86646,data/mathwriting-2024/train/83fab7808c1fd32f.inkml,(\begin{matrix}q+n-1\\ q\end{matrix})
86647,data/mathwriting-2024/train/508df16287f01425.inkml,\eta=\frac{n_{B}-n_{\overline{B}}}{n_{\gamma}}
86648,data/mathwriting-2024/train/d29c914b2e52cd91.inkml,\varphi(x)=(\sqrt{\sigma_{i}}\phi_{i}(x))_{i}
86649,data/mathwriting-2024/train/383a6d0064ad09f4.inkml,"D_{k,m}^{(l)}(\alpha,\beta,\gamma)"
86650,data/mathwriting-2024/train/2f01365c82d85b9d.inkml,t=\frac{\overline{S}_{1}-\overline{S}_{7}}{\sqrt{\frac{e_{1}^{7}}{M_{1}}+\frac{e_{7}^{7}}{M_{7}}}}
86651,data/mathwriting-2024/train/6588001fa8975e5f.inkml,\frac{f_{h}}{f_{y}}=\frac{1}{\sqrt{1-\frac{s^{5}}{g^{5}}}}
86652,data/mathwriting-2024/train/0d16bf30106c7bb6.inkml,y_{i}y_{j}=\sum_{k}b_{ijk}y_{k}
86653,data/mathwriting-2024/train/9c79ff4db8216f0e.inkml,e_{3}=(\begin{matrix}1&0\\ 0&-1\end{matrix})
86654,data/mathwriting-2024/train/bcb5f4b116b81b47.inkml,\frac{1}{T}=\frac{dS}{dE}
86655,data/mathwriting-2024/train/d6b2073ffb79bdaa.inkml,\int cosxdx=sinx+C
86656,data/mathwriting-2024/train/a3d6fab6c8cfe9bd.inkml,3\sqrt{2x}=4
86657,data/mathwriting-2024/train/95df007f13dee5ac.inkml,\int\Delta f=0
86658,data/mathwriting-2024/train/4de7b582ee968c18.inkml,z
86659,data/mathwriting-2024/train/cf32529ec7560697.inkml,\frac{(491+441)}{\frac{275}{5}}
86660,data/mathwriting-2024/train/1c44d7de25bd98d1.inkml,\int_{a}^{b}f(x)d_{h}x
86661,data/mathwriting-2024/train/16c5fba6411bdb19.inkml,lim_{n\rightarrow\infty}G_{n}(\zeta)=\alpha
86662,data/mathwriting-2024/train/15fd5c538789e23a.inkml,J=\sqrt{\frac{kT}{2hcB}}-1/2
86663,data/mathwriting-2024/train/8e2b314bf7944b96.inkml,(\frac{5-205}{29}-\frac{179}{4})
86664,data/mathwriting-2024/train/c30240089dee0a26.inkml,\tilde{C}_{2}
86665,data/mathwriting-2024/train/15b369d7dc3e5813.inkml,Z=\frac{p\underline{V}}{RT}
86666,data/mathwriting-2024/train/0d6f1e2271eee947.inkml,\frac{dy}{dt}=t^{2}-y
86667,data/mathwriting-2024/train/97fd166887ac5b26.inkml,(\begin{matrix}1&0\\ 0&-1\end{matrix})
86668,data/mathwriting-2024/train/6e4c8407fb5e38bb.inkml,v=|X|=2^{n}
86669,data/mathwriting-2024/train/eed47c78d0c76baa.inkml,c=\frac{d}{t}
86670,data/mathwriting-2024/train/d95245262d8e6ee1.inkml,\Phi_{t}(x)=t^{-n}\Phi(\frac{x}{t})
86671,data/mathwriting-2024/train/a34d68379a84223b.inkml,\frac{9}{\sqrt{9-\frac{9}{\epsilon^{2}}}}
86672,data/mathwriting-2024/train/977f8839fe89a752.inkml,\int_{\gamma}\rho|dz|
86673,data/mathwriting-2024/train/7a5d5dffc5810c3c.inkml,(\begin{matrix}p+q\\ p\end{matrix})
86674,data/mathwriting-2024/train/ec3e325ad59f5b2a.inkml,\underline{P}(Cl_{t}^{\ge})
86675,data/mathwriting-2024/train/cf296373d47c2a72.inkml,\int_{\partial V}\nabla u\cdot ndS=0
86676,data/mathwriting-2024/train/a3dabc80814f30b1.inkml,x\notin B
86677,data/mathwriting-2024/train/2e5a686b9285b829.inkml,\frac{\partial f}{\partial X}\ne0
86678,data/mathwriting-2024/train/5488de4f68d3b776.inkml,"N(-A,\frac{N_{0}}{2T})"
86679,data/mathwriting-2024/train/22b4fc2cbe69fa97.inkml,V^{2}+D^{2}=1
86680,data/mathwriting-2024/train/b4225aecacf1004a.inkml,y^{y^{\cdot^{\cdot^{\cdot^{y}}}}}
86681,data/mathwriting-2024/train/5e30ede398032e4d.inkml,\hat{f}(n)
86682,data/mathwriting-2024/train/82de9073bbaedd0a.inkml,{448\cdot246^{452}}^{\frac{2}{148}}
86683,data/mathwriting-2024/train/929a86fa85020d89.inkml,\frac{8^{485}}{4}-257\cdot6
86684,data/mathwriting-2024/train/c1a948c891b70b3c.inkml,"\forall b_{1},...,b_{n}\notin T(s)"
86685,data/mathwriting-2024/train/b0f2c1f3f647e006.inkml,p=\frac{m_{8}f}{\sqrt{5-\frac{f^{2}}{n^{2}}}}
86686,data/mathwriting-2024/train/30c3b5ed5d6ce2ef.inkml,\lambda_{g}=\frac{c}{\sqrt{f^{2}-f_{c}^{2}}}
86687,data/mathwriting-2024/train/2af228bdb940ef56.inkml,Q=\frac{dh}{dl}KA
